"","mots","motifs","Oeuvre"
"5674","ils","ils","Huysmans-Rebours"
"5675","renoncèrent","VPS","Huysmans-Rebours"
"5676","aussitôt","aussitôt","Huysmans-Rebours"
"5677","à","à","Huysmans-Rebours"
"5678","le","le","Huysmans-Rebours"
"5679","diriger","NC","Huysmans-Rebours"
"5680","sur","sur","Huysmans-Rebours"
"5681","les","le","Huysmans-Rebours"
"5682","profitables","ADJ","Huysmans-Rebours"
"5683","carrières","NC","Huysmans-Rebours"
"5684","de","de","Huysmans-Rebours"
"5685","les","le","Huysmans-Rebours"
"5686","écoles","NC","Huysmans-Rebours"
"5687",";",";","Huysmans-Rebours"
"5688","bien","bien","Huysmans-Rebours"
"5689","qu'","que","Huysmans-Rebours"
"5690","il","il","Huysmans-Rebours"
"5691","discutât","VSUBI","Huysmans-Rebours"
"5692","volontiers","ADV","Huysmans-Rebours"
"5693","avec","avec","Huysmans-Rebours"
"5694","eux","soi","Huysmans-Rebours"
"5695","sur","sur","Huysmans-Rebours"
"5696","toutes","tout","Huysmans-Rebours"
"5697","les","le","Huysmans-Rebours"
"5698","doctrines","NC","Huysmans-Rebours"
"5699","théologiques","ADJ","Huysmans-Rebours"
"5700","qui","qui","Huysmans-Rebours"
"5701","le","le","Huysmans-Rebours"
"5702","sollicitaient","VIMP","Huysmans-Rebours"
"5703","par","par","Huysmans-Rebours"
"5704","leurs","DETPOSS","Huysmans-Rebours"
"5705","subtilités","NC","Huysmans-Rebours"
"5706","et","et","Huysmans-Rebours"
"5707","leurs","DETPOSS","Huysmans-Rebours"
"5708","arguties","NC","Huysmans-Rebours"
"5709",",",",","Huysmans-Rebours"
"5710","ils","ils","Huysmans-Rebours"
"5711","ne","ne","Huysmans-Rebours"
"5712","songèrent","VPS","Huysmans-Rebours"
"5713","même","même","Huysmans-Rebours"
"5714","pas","pas","Huysmans-Rebours"
"5715","à","à","Huysmans-Rebours"
"5716","le","le","Huysmans-Rebours"
"5717","destiner","NC","Huysmans-Rebours"
"5718","à","à","Huysmans-Rebours"
"5719","Ordres","NC","Huysmans-Rebours"
"5720",",",",","Huysmans-Rebours"
"5721","car","car","Huysmans-Rebours"
"5722","malgré","malgré","Huysmans-Rebours"
"5723","leurs","DETPOSS","Huysmans-Rebours"
"5724","efforts","NC","Huysmans-Rebours"
"5725","sa","DETPOSS","Huysmans-Rebours"
"5726","foi","NC","Huysmans-Rebours"
"5727","demeurait","VIMP","Huysmans-Rebours"
"5728","débile","ADJ","Huysmans-Rebours"
"5729",";",";","Huysmans-Rebours"
"5730","en","en","Huysmans-Rebours"
"5731","ressort","NCABS","Huysmans-Rebours"
"5732",",",",","Huysmans-Rebours"
"5733","par","par","Huysmans-Rebours"
"5734","prudence","NCABS","Huysmans-Rebours"
"5735",",",",","Huysmans-Rebours"
"5736","par","par","Huysmans-Rebours"
"5737","peur","NCABS","Huysmans-Rebours"
"5738","de","de","Huysmans-Rebours"
"5739","l'","le","Huysmans-Rebours"
"5740","inconnu","NC","Huysmans-Rebours"
"5741",",",",","Huysmans-Rebours"
"5742","ils","ils","Huysmans-Rebours"
"5743","le","le","Huysmans-Rebours"
"5744","laissèrent","VPS","Huysmans-Rebours"
"5745","travailler","INF","Huysmans-Rebours"
"5746","à","à","Huysmans-Rebours"
"5747","les","le","Huysmans-Rebours"
"5748","études","NC","Huysmans-Rebours"
"5749","qui","qui","Huysmans-Rebours"
"5750","lui","lui","Huysmans-Rebours"
"5751","plaisaient","VIMP","Huysmans-Rebours"
"5752","et","et","Huysmans-Rebours"
"5753","négliger","INF","Huysmans-Rebours"
"5754","les","le","Huysmans-Rebours"
"5755","autres","autre","Huysmans-Rebours"
"5756",",",",","Huysmans-Rebours"
"5757","ne","ne","Huysmans-Rebours"
"5758","voulant","PPRES","Huysmans-Rebours"
"5759","pas","pas","Huysmans-Rebours"
"5760","s'","se","Huysmans-Rebours"
"5761","aliéner","INF","Huysmans-Rebours"
"5762","cet","ce","Huysmans-Rebours"
"5763","esprit","NCABS","Huysmans-Rebours"
"5764","indépendant","ADJ","Huysmans-Rebours"
"5765",",",",","Huysmans-Rebours"
"5766","par","par","Huysmans-Rebours"
"5767","de","un","Huysmans-Rebours"
"5768","les","le","Huysmans-Rebours"
"5769","tracasseries","NC","Huysmans-Rebours"
"5770","de","de","Huysmans-Rebours"
"5771","pions","NC","Huysmans-Rebours"
"5772","laïques","ADJ","Huysmans-Rebours"
"5773",".",".","Huysmans-Rebours"
"5774","Il","il","Huysmans-Rebours"
"5775","vécut","VPS","Huysmans-Rebours"
"5776","ainsi","ainsi","Huysmans-Rebours"
"5777",",",",","Huysmans-Rebours"
"5778","parfaitement","ADVTOT","Huysmans-Rebours"
"5779","heureux","NCABS","Huysmans-Rebours"
"5780",",",",","Huysmans-Rebours"
"5781","sentant","PPRES","Huysmans-Rebours"
"5782","à","à","Huysmans-Rebours"
"5783","peine","NCABS","Huysmans-Rebours"
"5784","le","le","Huysmans-Rebours"
"5785","joug","NC","Huysmans-Rebours"
"5786","paternel","NC","Huysmans-Rebours"
"5787","de","de","Huysmans-Rebours"
"5788","les","le","Huysmans-Rebours"
"5789","prêtres","NC","Huysmans-Rebours"
"5790",";",";","Huysmans-Rebours"
"5791","il","il","Huysmans-Rebours"
"5792","continua","VPS","Huysmans-Rebours"
"5793","ses","DETPOSS","Huysmans-Rebours"
"5794","études","NC","Huysmans-Rebours"
"5795","latines","ADJ","Huysmans-Rebours"
"5796","et","et","Huysmans-Rebours"
"5797","françaises","ADJ","Huysmans-Rebours"
"5798",",",",","Huysmans-Rebours"
"5799","à","à","Huysmans-Rebours"
"5800","sa","DETPOSS","Huysmans-Rebours"
"5801","guise","NC","Huysmans-Rebours"
"5802",",",",","Huysmans-Rebours"
"5803",",",",","Huysmans-Rebours"
"5804","encore","encore","Huysmans-Rebours"
"5805","que","que","Huysmans-Rebours"
"5806","la","le","Huysmans-Rebours"
"5807","théologie","NC","Huysmans-Rebours"
"5808","ne","ne","Huysmans-Rebours"
"5809","figurât","VSUBI","Huysmans-Rebours"
"5810","point","ADV","Huysmans-Rebours"
"5811","dans","dans","Huysmans-Rebours"
"5812","les","le","Huysmans-Rebours"
"5813","programmes","NC","Huysmans-Rebours"
"5814","de","de","Huysmans-Rebours"
"5815","ses","DETPOSS","Huysmans-Rebours"
"5816","classes","NC","Huysmans-Rebours"
"5817",",",",","Huysmans-Rebours"
"5818","il","il","Huysmans-Rebours"
"5819","compléta","VPS","Huysmans-Rebours"
"5820","l'","le","Huysmans-Rebours"
"5821","apprentissage","NC","Huysmans-Rebours"
"5822","de","de","Huysmans-Rebours"
"5823","science","NC","Huysmans-Rebours"
"5824","qu'","que","Huysmans-Rebours"
"5825","il","il","Huysmans-Rebours"
"5826","avait","avoir","Huysmans-Rebours"
"5827","commencée","PPAS","Huysmans-Rebours"
"5828","à","à","Huysmans-Rebours"
"5829","le","le","Huysmans-Rebours"
"5830","château","NC","Huysmans-Rebours"
"5831","de","de","Huysmans-Rebours"
"5832","Lourps","NP","Huysmans-Rebours"
"5833",",",",","Huysmans-Rebours"
"5834","dans","dans","Huysmans-Rebours"
"5835","la","le","Huysmans-Rebours"
"5836","bibliothèque","NC","Huysmans-Rebours"
"5837","léguée","PPAS","Huysmans-Rebours"
"5838","par","par","Huysmans-Rebours"
"5839","son","DETPOSS","Huysmans-Rebours"
"5840","arrière","NC","Huysmans-Rebours"
"5841","-","-","Huysmans-Rebours"
"5842","grand-oncle","NC","Huysmans-Rebours"
"5843","Dom","NP","Huysmans-Rebours"
"5844","Prosper","NP","Huysmans-Rebours"
"5845",",",",","Huysmans-Rebours"
"5846","ancien","ADJ","Huysmans-Rebours"
"5847","prieur","NC","Huysmans-Rebours"
"5848","de","de","Huysmans-Rebours"
"5849","les","le","Huysmans-Rebours"
"5850","chanoines","NC","Huysmans-Rebours"
"5851","réguliers","ADJ","Huysmans-Rebours"
"5852","de","de","Huysmans-Rebours"
"5853","Saint-Ruf","NP","Huysmans-Rebours"
"5854",".",".","Huysmans-Rebours"
"5855","Le","le","Huysmans-Rebours"
"5856","moment","NC","Huysmans-Rebours"
"5857","échut","PRES","Huysmans-Rebours"
"5858","pourtant","pourtant","Huysmans-Rebours"
"5859","où","où","Huysmans-Rebours"
"5860","il","il","Huysmans-Rebours"
"5861","fallut","PRES","Huysmans-Rebours"
"5862","quitter","INF","Huysmans-Rebours"
"5863","l'","le","Huysmans-Rebours"
"5864","institution","NC","Huysmans-Rebours"
"5865","de","de","Huysmans-Rebours"
"5866","les","le","Huysmans-Rebours"
"5867","jésuites","NC","Huysmans-Rebours"
"5868",";",";","Huysmans-Rebours"
"5869","il","il","Huysmans-Rebours"
"5870","atteignait","VIMP","Huysmans-Rebours"
"5871","sa","DETPOSS","Huysmans-Rebours"
"5872","majorité","NC","Huysmans-Rebours"
"5873","et","et","Huysmans-Rebours"
"5874","devenait","VIMP","Huysmans-Rebours"
"5875","maître","NC","Huysmans-Rebours"
"5876","de","de","Huysmans-Rebours"
"5877","sa","DETPOSS","Huysmans-Rebours"
"5878","fortune","NC","Huysmans-Rebours"
"5879",";",";","Huysmans-Rebours"
"5880","son","DETPOSS","Huysmans-Rebours"
"5881","cousin","NC","Huysmans-Rebours"
"5882","et","et","Huysmans-Rebours"
"5883","tuteur","NC","Huysmans-Rebours"
"5884","comte","NC","Huysmans-Rebours"
"5885","de","de","Huysmans-Rebours"
"5886","Montchevrel","NP","Huysmans-Rebours"
"5887","lui","lui","Huysmans-Rebours"
"5888","rendit","VPS","Huysmans-Rebours"
"5889","ses","DETPOSS","Huysmans-Rebours"
"5890","comptes","NC","Huysmans-Rebours"
"5891",".",".","Huysmans-Rebours"
"5892","Les","le","Huysmans-Rebours"
"5893","relations","NC","Huysmans-Rebours"
"5894","qu'","que","Huysmans-Rebours"
"5895","ils","ils","Huysmans-Rebours"
"5896","entretinrent","VPS","Huysmans-Rebours"
"5897","furent","être","Huysmans-Rebours"
"5898","de","de","Huysmans-Rebours"
"5899","durée","NC","Huysmans-Rebours"
"5900","courte","ADJ","Huysmans-Rebours"
"5901","car","car","Huysmans-Rebours"
"5902","il","il","Huysmans-Rebours"
"5903","ne","ne","Huysmans-Rebours"
"5904","pouvait","VIMP","Huysmans-Rebours"
"5905","y","y","Huysmans-Rebours"
"5906","avoir","avoir","Huysmans-Rebours"
"5907","aucun","aucun","Huysmans-Rebours"
"5908","point","NC","Huysmans-Rebours"
"5909","de","de","Huysmans-Rebours"
"5910","contact","NC","Huysmans-Rebours"
"5911","entre","entre","Huysmans-Rebours"
"5912","ces","ce","Huysmans-Rebours"
"5913","deux","NUM","Huysmans-Rebours"
"5914","hommes","NC","Huysmans-Rebours"
"5915","dont","dont","Huysmans-Rebours"
"5916","l'","le","Huysmans-Rebours"
"5917","un","un","Huysmans-Rebours"
"5918","était","être","Huysmans-Rebours"
"5919","vieux","ADJ","Huysmans-Rebours"
"5920","et","et","Huysmans-Rebours"
"5921","l'","le","Huysmans-Rebours"
"5922","autre","NC","Huysmans-Rebours"
"5923","jeune","ADJ","Huysmans-Rebours"
"5924",".",".","Huysmans-Rebours"
"5925","Par","par","Huysmans-Rebours"
"5926","curiosité","NCABS","Huysmans-Rebours"
"5927",",",",","Huysmans-Rebours"
"5928","par","par","Huysmans-Rebours"
"5929","désœuvrement","NC","Huysmans-Rebours"
"5930",",",",","Huysmans-Rebours"
"5931","par","par","Huysmans-Rebours"
"5932","politesse","NCABS","Huysmans-Rebours"
"5933",",",",","Huysmans-Rebours"
"5934","de","de","Huysmans-Rebours"
"5935","les","le","Huysmans-Rebours"
"5936","Esseintes","NP","Huysmans-Rebours"
"5937","fréquenta","VPS","Huysmans-Rebours"
"5938","cette","ce","Huysmans-Rebours"
"5939","et","et","Huysmans-Rebours"
"5940","il","il","Huysmans-Rebours"
"5941","subit","PRES","Huysmans-Rebours"
"5942",",",",","Huysmans-Rebours"
"5943","plusieurs","plusieurs","Huysmans-Rebours"
"5944","fois","fois","Huysmans-Rebours"
"5945",",",",","Huysmans-Rebours"
"5946","dans","dans","Huysmans-Rebours"
"5947","son","DETPOSS","Huysmans-Rebours"
"5948","hôtel","NC","Huysmans-Rebours"
"5949","de","de","Huysmans-Rebours"
"5950","la","le","Huysmans-Rebours"
"5951","rue","NC","Huysmans-Rebours"
"5952","de","de","Huysmans-Rebours"
"5953","la","le","Huysmans-Rebours"
"5954","Chaise","NP","Huysmans-Rebours"
"5955",",",",","Huysmans-Rebours"
"5956","d'","de","Huysmans-Rebours"
"5957","écrasantes","NC","Huysmans-Rebours"
"5958","soirées","ADJ","Huysmans-Rebours"
"5959","où","où","Huysmans-Rebours"
"5960","de","de","Huysmans-Rebours"
"5961","les","le","Huysmans-Rebours"
"5962","parentes","NC","Huysmans-Rebours"
"5963",",",",","Huysmans-Rebours"
"5964","antiques","ADJ","Huysmans-Rebours"
"5965","comme","comme","Huysmans-Rebours"
"5966","le","le","Huysmans-Rebours"
"5967","monde","NC","Huysmans-Rebours"
"5968",",",",","Huysmans-Rebours"
"5969","entretenaient","VIMP","Huysmans-Rebours"
"5970","de","de","Huysmans-Rebours"
"5971","quartiers","NC","Huysmans-Rebours"
"5972","de","de","Huysmans-Rebours"
"5973","noblesse","NC","Huysmans-Rebours"
"5974",",",",","Huysmans-Rebours"
"5975","de","de","Huysmans-Rebours"
"5976","lunes","NC","Huysmans-Rebours"
"5977","héraldiques","ADJ","Huysmans-Rebours"
"5978",",",",","Huysmans-Rebours"
"5979","de","de","Huysmans-Rebours"
"5980","cérémoniaux","NC","Huysmans-Rebours"
"5981","surannés","PPAS","Huysmans-Rebours"
"5982",".",".","Huysmans-Rebours"
"5983","Plus","plus","Huysmans-Rebours"
"5984","que","que","Huysmans-Rebours"
"5985","ces","ce","Huysmans-Rebours"
"5986","douairières","NC","Huysmans-Rebours"
"5987",",",",","Huysmans-Rebours"
"5988","les","le","Huysmans-Rebours"
"5989","hommes","NC","Huysmans-Rebours"
"5990","rassemblés","PPAS","Huysmans-Rebours"
"5991","autour","ADV","Huysmans-Rebours"
"5992","d'","de","Huysmans-Rebours"
"5993","un","un","Huysmans-Rebours"
"5994","whist","NC","Huysmans-Rebours"
"5995",",",",","Huysmans-Rebours"
"5996","révélaient","VIMP","Huysmans-Rebours"
"5997","ainsi","ainsi","Huysmans-Rebours"
"5998","que","que","Huysmans-Rebours"
"5999","de","de","Huysmans-Rebours"
"6000","les","le","Huysmans-Rebours"
"6001","êtres","être","Huysmans-Rebours"
"6002","immuables","ADJ","Huysmans-Rebours"
"6003","et","et","Huysmans-Rebours"
"6004","nuls","ADJ","Huysmans-Rebours"
"6005",";",";","Huysmans-Rebours"
"6006","là","là","Huysmans-Rebours"
"6007",",",",","Huysmans-Rebours"
"6008","les","le","Huysmans-Rebours"
"6009","descendants","NC","Huysmans-Rebours"
"6010","de","de","Huysmans-Rebours"
"6011","les","le","Huysmans-Rebours"
"6012","anciens","ADJ","Huysmans-Rebours"
"6013","preux","NC","Huysmans-Rebours"
"6014",",",",","Huysmans-Rebours"
"6015","les","le","Huysmans-Rebours"
"6016","dernières","ADJ","Huysmans-Rebours"
"6017","branches","NC","Huysmans-Rebours"
"6018","de","de","Huysmans-Rebours"
"6019","les","le","Huysmans-Rebours"
"6020","races","NC","Huysmans-Rebours"
"6021","féodales","ADJ","Huysmans-Rebours"
"6022",",",",","Huysmans-Rebours"
"6023","apparurent","VPS","Huysmans-Rebours"
"6024","à","à","Huysmans-Rebours"
"6025","de","un","Huysmans-Rebours"
"6026","les","le","Huysmans-Rebours"
"6027","Esseintes","NP","Huysmans-Rebours"
"6028","sous","sous","Huysmans-Rebours"
"6029","les","le","Huysmans-Rebours"
"6030","traits","NC","Huysmans-Rebours"
"6031","de","de","Huysmans-Rebours"
"6032","vieillards","NC","Huysmans-Rebours"
"6033","et","et","Huysmans-Rebours"
"6034","maniaques","ADJ","Huysmans-Rebours"
"6035",",",",","Huysmans-Rebours"
"6036","rabâchant","PPRES","Huysmans-Rebours"
"6037","d'","de","Huysmans-Rebours"
"6038","insipides","NC","Huysmans-Rebours"
"6039","discours","NC","Huysmans-Rebours"
"6040",",",",","Huysmans-Rebours"
"6041","de","un","Huysmans-Rebours"
"6042","centenaires","ADJ","Huysmans-Rebours"
"6043","phrases","NC","Huysmans-Rebours"
"6044","De","de","Huysmans-Rebours"
"6045","même","même","Huysmans-Rebours"
"6046","que","que","Huysmans-Rebours"
"6047","dans","dans","Huysmans-Rebours"
"6048","la","le","Huysmans-Rebours"
"6049","tige","NC","Huysmans-Rebours"
"6050","coupée","PPAS","Huysmans-Rebours"
"6051","d'","de","Huysmans-Rebours"
"6052","fougère","NC","Huysmans-Rebours"
"6053",",",",","Huysmans-Rebours"
"6054","une","un","Huysmans-Rebours"
"6055","fleur","NC","Huysmans-Rebours"
"6056","de","de","Huysmans-Rebours"
"6057","lis","NC","Huysmans-Rebours"
"6058","semblait","VIMP","Huysmans-Rebours"
"6059","empreinte","PPAS","Huysmans-Rebours"
"6060","dans","dans","Huysmans-Rebours"
"6061","la","le","Huysmans-Rebours"
"6062","pulpe","NC","Huysmans-Rebours"
"6063","ramollie","PRES","Huysmans-Rebours"
"6064","de","de","Huysmans-Rebours"
"6065","ces","ce","Huysmans-Rebours"
"6066","vieux","ADJ","Huysmans-Rebours"
"6067","crânes","NC","Huysmans-Rebours"
"6068",".",".","Huysmans-Rebours"
"6069","Une","un","Huysmans-Rebours"
"6070","indicible","ADJ","Huysmans-Rebours"
"6071","pitié","NCABS","Huysmans-Rebours"
"6072","vint","VPS","Huysmans-Rebours"
"6073","à","à","Huysmans-Rebours"
"6074","le","le","Huysmans-Rebours"
"6075","jeune","ADJ","Huysmans-Rebours"
"6076","homme","NC","Huysmans-Rebours"
"6077","pour","pour","Huysmans-Rebours"
"6078","ces","ce","Huysmans-Rebours"
"6079","momies","NC","Huysmans-Rebours"
"6080","ensevelies","PPAS","Huysmans-Rebours"
"6081","dans","dans","Huysmans-Rebours"
"6082","leurs","DETPOSS","Huysmans-Rebours"
"6083","hypogées","NC","Huysmans-Rebours"
"6084","pompadour","NC","Huysmans-Rebours"
"6085","à","à","Huysmans-Rebours"
"6086","boiseries","NC","Huysmans-Rebours"
"6087","et","et","Huysmans-Rebours"
"6088","à","à","Huysmans-Rebours"
"6089","rocailles","NC","Huysmans-Rebours"
"6090",",",",","Huysmans-Rebours"
"6091","pour","pour","Huysmans-Rebours"
"6092","ces","ce","Huysmans-Rebours"
"6093","maussades","NC","Huysmans-Rebours"
"6094","lendores","ADJ","Huysmans-Rebours"
"6095","qui","qui","Huysmans-Rebours"
"6096","vivaient","VIMP","Huysmans-Rebours"
"6097",",",",","Huysmans-Rebours"
"6098","l'","le","Huysmans-Rebours"
"6099","œil","NC","Huysmans-Rebours"
"6100","constamment","ADVFRE","Huysmans-Rebours"
"6101","fixé","PPAS","Huysmans-Rebours"
"6102","sur","sur","Huysmans-Rebours"
"6103","un","un","Huysmans-Rebours"
"6104","vague","ADJ","Huysmans-Rebours"
"6105","Chanaan","NP","Huysmans-Rebours"
"6106",",",",","Huysmans-Rebours"
"6107","sur","sur","Huysmans-Rebours"
"6108","une","un","Huysmans-Rebours"
"6109","imaginaire","ADJ","Huysmans-Rebours"
"6110","Palestine","NP","Huysmans-Rebours"
"6111",".",".","Huysmans-Rebours"
"6112","Après","après","Huysmans-Rebours"
"6113","quelques","quelque","Huysmans-Rebours"
"6114","séances","NC","Huysmans-Rebours"
"6115","dans","dans","Huysmans-Rebours"
"6116","ce","ce","Huysmans-Rebours"
"6117","milieu","milieu","Huysmans-Rebours"
"6118",",",",","Huysmans-Rebours"
"6119","il","il","Huysmans-Rebours"
"6120","se","se","Huysmans-Rebours"
"6121","résolut","PRES","Huysmans-Rebours"
"6122",",",",","Huysmans-Rebours"
"6123","malgré","malgré","Huysmans-Rebours"
"6124","les","le","Huysmans-Rebours"
"6125","invitations","NC","Huysmans-Rebours"
"6126","et","et","Huysmans-Rebours"
"6127","les","le","Huysmans-Rebours"
"6128","reproches","NCABS","Huysmans-Rebours"
"6129",",",",","Huysmans-Rebours"
"6130","à","à","Huysmans-Rebours"
"6131","n'","ne","Huysmans-Rebours"
"6132","y","y","Huysmans-Rebours"
"6133","plus","plus","Huysmans-Rebours"
"6134","jamais","jamais","Huysmans-Rebours"
"6135","mettre","INF","Huysmans-Rebours"
"6136","les","le","Huysmans-Rebours"
"6137","pieds","NCCOR","Huysmans-Rebours"
"6138",".",".","Huysmans-Rebours"
"6139","Il","il","Huysmans-Rebours"
"6140","se","se","Huysmans-Rebours"
"6141","prit","VPS","Huysmans-Rebours"
"6142","alors","alors","Huysmans-Rebours"
"6143","à","à","Huysmans-Rebours"
"6144","frayer","INF","Huysmans-Rebours"
"6145","avec","avec","Huysmans-Rebours"
"6146","les","le","Huysmans-Rebours"
"6147","jeunes","ADJ","Huysmans-Rebours"
"6148","gens","NC","Huysmans-Rebours"
"6149","de","de","Huysmans-Rebours"
"6150","son","DETPOSS","Huysmans-Rebours"
"6151","âge","NC","Huysmans-Rebours"
"6152","et","et","Huysmans-Rebours"
"6153","de","de","Huysmans-Rebours"
"6154","son","DETPOSS","Huysmans-Rebours"
"6155","monde","NC","Huysmans-Rebours"
"6156",".",".","Huysmans-Rebours"
"6157","Les","le","Huysmans-Rebours"
"6158","uns","NC","Huysmans-Rebours"
"6159",",",",","Huysmans-Rebours"
"6160","élevés","ADJ","Huysmans-Rebours"
"6161","avec","avec","Huysmans-Rebours"
"6162","lui","lui","Huysmans-Rebours"
"6163","dans","dans","Huysmans-Rebours"
"6164","les","le","Huysmans-Rebours"
"6165","pensions","NC","Huysmans-Rebours"
"6166","religieuses","ADJ","Huysmans-Rebours"
"6167",",",",","Huysmans-Rebours"
"6168","avaient","avoir","Huysmans-Rebours"
"6169","gardé","PPAS","Huysmans-Rebours"
"6170","de","de","Huysmans-Rebours"
"6171","cette","ce","Huysmans-Rebours"
"6172","éducation","NC","Huysmans-Rebours"
"6173","une","un","Huysmans-Rebours"
"6174","marque","NC","Huysmans-Rebours"
"6175","spéciale","ADJ","Huysmans-Rebours"
"6176",".",".","Huysmans-Rebours"
"6177","Ils","ils","Huysmans-Rebours"
"6178","suivaient","VIMP","Huysmans-Rebours"
"6179","les","le","Huysmans-Rebours"
"6180","offices","NC","Huysmans-Rebours"
"6181",",",",","Huysmans-Rebours"
"6182","communiaient","VIMP","Huysmans-Rebours"
"6183","à","à","Huysmans-Rebours"
"6184","Pâques","NP","Huysmans-Rebours"
"6185",",",",","Huysmans-Rebours"
"6186","hantaient","VIMP","Huysmans-Rebours"
"6187","les","le","Huysmans-Rebours"
"6188","cercles","NC","Huysmans-Rebours"
"6189","catholiques","ADJ","Huysmans-Rebours"
